SelectionSort
1000, 0
2000, 0.002224
3000, 0.009467
4000, 0.019951
5000, 0.032214
6000, 0.051191
7000, 0.063949
8000, 0.078749
9000, 0.100241
10000, 0.122312
11000, 0.151977
12000, 0.173404
13000, 0.201872
14000, 0.234563
15000, 0.269052
16000, 0.30395
17000, 0.347194
18000, 0.396328
19000, 0.436265
20000, 0.490199
21000, 0.533783
22000, 0.578119
23000, 0.622026
24000, 0.66408
25000, 0.738059
26000, 0.801772
27000, 0.838963
28000, 0.92429
29000, 0.962519
30000, 1.01209
31000, 1.08538
32000, 1.15791
33000, 1.24307
34000, 1.35314
35000, 1.36575
36000, 1.47847
37000, 1.53181
38000, 1.66091
39000, 1.71082
40000, 1.81809
41000, 1.85625
42000, 1.96535
43000, 2.02556
44000, 2.13232
45000, 2.22091
46000, 2.33438
47000, 2.40859
48000, 2.49698
49000, 2.60281
50000, 2.72933
51000, 2.80164
52000, 2.92836
53000, 3.06261
54000, 3.17761
55000, 3.36814
56000, 3.39455
57000, 3.63773
58000, 3.69916
59000, 3.76944
60000, 3.94937
61000, 4.11061
62000, 4.14144
63000, 4.30384
64000, 4.50791
65000, 4.64434
66000, 4.74564
67000, 4.91632
68000, 5.09306
69000, 5.15454
70000, 5.39018
71000, 5.46928
72000, 5.67327
73000, 5.84923
74000, 5.95477
75000, 6.11171
76000, 6.27148
77000, 6.41878
78000, 6.56008
79000, 6.73356
80000, 7.06493
81000, 7.07506
82000, 7.24329
83000, 7.52265
84000, 7.72235
85000, 7.83504
86000, 8.08757
87000, 8.30455
88000, 8.40445
89000, 8.70499
90000, 8.72195
91000, 9.01087
92000, 9.08723
93000, 9.37742
94000, 9.52725
95000, 9.66348
96000, 10.0128
97000, 10.0928
98000, 10.2808
99000, 10.4155
100000, 10.7313
