quickSort
1000, 0
2000, 0.000129
3000, 0.000269
4000, 0.000451
5000, 0.000591
6000, 0.00088
7000, 0.001192
8000, 0.001365
9000, 0.001694
10000, 0.001956
11000, 0.002267
12000, 0.00279
13000, 0.003803
14000, 0.004647
15000, 0.003655
16000, 0.005106
17000, 0.004551
18000, 0.005571
19000, 0.005818
20000, 0.006205
21000, 0.008378
22000, 0.009182
23000, 0.007887
24000, 0.009525
25000, 0.008886
26000, 0.01066
27000, 0.012437
28000, 0.012345
29000, 0.017824
30000, 0.013536
31000, 0.01507
32000, 0.014159
33000, 0.016939
34000, 0.020952
35000, 0.015264
36000, 0.018564
37000, 0.027351
38000, 0.019403
39000, 0.024542
40000, 0.022448
41000, 0.025847
42000, 0.023989
43000, 0.028941
44000, 0.027328
45000, 0.027123
46000, 0.024982
47000, 0.033489
48000, 0.030481
49000, 0.031609
50000, 0.031234
51000, 0.032812
52000, 0.031519
53000, 0.035567
54000, 0.031275
55000, 0.033686
56000, 0.042574
57000, 0.038483
58000, 0.035191
59000, 0.041499
60000, 0.052368
61000, 0.035961
62000, 0.041286
63000, 0.048729
64000, 0.04344
65000, 0.047324
66000, 0.055453
67000, 0.047791
68000, 0.050404
69000, 0.050165
70000, 0.046757
71000, 0.053524
72000, 0.051877
73000, 0.092589
74000, 0.052126
75000, 0.054581
76000, 0.061668
77000, 0.058157
78000, 0.067494
79000, 0.065652
80000, 0.06286
81000, 0.061774
82000, 0.070576
83000, 0.059725
84000, 0.076203
85000, 0.070545
86000, 0.069252
87000, 0.103197
88000, 0.075949
89000, 0.07586
90000, 0.09028
91000, 0.064819
92000, 0.073857
93000, 0.096131
94000, 0.076136
95000, 0.070703
96000, 0.076425
97000, 0.078915
98000, 0.076598
99000, 0.086363
100000, 0.080734
