quickSortWithMedian
1000, 1e-06
2000, 0.000166
3000, 0.000345
4000, 0.000652
5000, 0.000978
6000, 0.001215
7000, 0.0016
8000, 0.001838
9000, 0.002353
10000, 0.002856
11000, 0.003206
12000, 0.003707
13000, 0.004144
14000, 0.004312
15000, 0.00569
16000, 0.005632
17000, 0.005864
18000, 0.007395
19000, 0.008175
20000, 0.008257
21000, 0.009127
22000, 0.009428
23000, 0.011529
24000, 0.011267
25000, 0.011418
26000, 0.012408
27000, 0.013531
28000, 0.018403
29000, 0.013637
30000, 0.015616
31000, 0.017741
32000, 0.016649
33000, 0.018069
34000, 0.01968
35000, 0.02133
36000, 0.022905
37000, 0.023134
38000, 0.021095
39000, 0.025355
40000, 0.023577
41000, 0.025235
42000, 0.025669
43000, 0.027422
44000, 0.030239
45000, 0.035915
46000, 0.027704
47000, 0.027615
48000, 0.034004
49000, 0.036442
50000, 0.055041
51000, 0.036419
52000, 0.040104
53000, 0.036804
54000, 0.038299
55000, 0.037737
56000, 0.040591
57000, 0.043915
58000, 0.040541
59000, 0.047615
60000, 0.04578
61000, 0.051757
62000, 0.069178
63000, 0.047242
64000, 0.069527
65000, 0.053666
66000, 0.063183
67000, 0.063939
68000, 0.05404
69000, 0.063204
70000, 0.052537
71000, 0.067202
72000, 0.069273
73000, 0.059844
74000, 0.059062
75000, 0.066539
76000, 0.11002
77000, 0.089171
78000, 0.062833
79000, 0.073265
80000, 0.071265
81000, 0.090741
82000, 0.078793
83000, 0.08216
84000, 0.07482
85000, 0.073886
86000, 0.070126
87000, 0.101444
88000, 0.076378
89000, 0.072776
90000, 0.079533
91000, 0.082974
92000, 0.115283
93000, 0.087507
94000, 0.092575
95000, 0.083733
96000, 0.090437
97000, 0.091714
98000, 0.09057
99000, 0.090032
100000, 0.095618
